ID_CLIENTE,DATA_CADASTRO,DDD,FLAG_PF,SEGMENTO_INDUSTRIAL,DOMINIO_EMAIL,PORTE,CEP_2_DIG
3279078057358159966,2015-04-01,Sudeste,0,Serviços,GMAIL,PEQUENO,Sul
5225029212547588718,2000-08-15,Sudeste,0,Comércio,YAHOO,MEDIO,Sudeste
5371387005775513675,2014-02-06,Sudeste,0,Serviços,YAHOO,GRANDE,Sudeste
7347715771145302549,2012-03-11,Sudeste,0,Comércio,YAHOO,MEDIO,Sul
93982185886107798,2011-07-13,Nordeste,0,Comércio,YAHOO,GRANDE,Nordeste
6969348581033924947,2009-08-02,Sul,0,Indústria,OUTLOOK,GRANDE,Sul
7367321179169390502,2015-11-24,Sudeste,0,Comércio,YAHOO,MEDIO,Sudeste
7031913170099381454,2011-02-14,Nordeste,0,Serviços,HOTMAIL,Unknown,Nordeste
7908414709866823255,2012-12-06,Norte,0,Indústria,GMAIL,PEQUENO,Centro-Oeste
649279100559994713,2011-05-16,Centro-Oeste,0,Serviços,Unknown,MEDIO,Centro-Oeste
5897410907783139228,2011-02-14,Sudeste,0,Comércio,GMAIL,GRANDE,Sudeste
8229446069655666941,2011-02-14,Sudeste,0,Comércio,HOTMAIL,Unknown,Sudeste
6271697692808086495,2008-05-22,Sudeste,0,Indústria,YAHOO,MEDIO,Sudeste
8716163053080758848,2017-02-21,Sul,0,Indústria,YAHOO,GRANDE,Sul
3218226066162129945,2015-06-23,Unknown,0,Indústria,HOTMAIL,PEQUENO,Nordeste
1536087798470875922,2018-03-20,Nordeste,0,Indústria,GMAIL,PEQUENO,Nordeste
5860276371789140450,2011-02-15,Norte,0,Serviços,HOTMAIL,GRANDE,Norte
665505091521986356,2011-05-16,Sudeste,0,Serviços,GMAIL,MEDIO,Sudeste
851897122328714307,2011-02-14,Sudeste,0,Comércio,YAHOO,MEDIO,Sudeste
6759864637454708017,2000-08-15,Unknown,0,Serviços,GMAIL,GRANDE,Norte
465309249432033993,2014-07-23,Norte,0,Comércio,GMAIL,GRANDE,Centro-Oeste
824632039241482307,2011-05-19,Nordeste,0,Serviços,YAHOO,MEDIO,Nordeste
3480297543931395935,2018-03-21,Sul,0,Serviços,YAHOO,PEQUENO,Sul
8015571584405428572,2014-02-06,Sul,0,Serviços,GMAIL,MEDIO,Sul
5409960473983330744,2011-02-14,Unknown,0,Serviços,YAHOO,MEDIO,Nordeste
4071158585850879204,2000-08-15,Sudeste,0,Indústria,HOTMAIL,GRANDE,Sudeste
6985631100944640910,2011-02-14,Sudeste,0,Comércio,BOL,GRANDE,Sudeste
1292049196559782171,2013-05-05,Centro-Oeste,0,Serviços,HOTMAIL,MEDIO,Norte
4635578010631860111,2012-03-26,Sul,0,Comércio,GMAIL,GRANDE,Sul
238894451665334246,2014-08-21,Unknown,0,Serviços,YAHOO,MEDIO,Sudeste
7595945751692012281,2011-02-14,Sul,0,Indústria,HOTMAIL,MEDIO,Sul
1958660709350677213,2016-11-22,Centro-Oeste,0,Indústria,GMAIL,MEDIO,Centro-Oeste
1454789421854453615,2006-12-18,Sudeste,0,Serviços,GMAIL,PEQUENO,Sudeste
4614484019183480654,2011-02-14,Sul,0,Indústria,YAHOO,MEDIO,Sul
7541360189313243820,2017-09-20,Sudeste,0,Serviços,BOL,MEDIO,Sudeste
6582676833651678345,2011-02-14,Sudeste,0,Comércio,OUTLOOK,MEDIO,Sudeste
4089244710305890246,2006-08-01,Nordeste,0,Comércio,AOL,GRANDE,Nordeste
2012477868296377155,2011-02-14,Sudeste,0,Indústria,HOTMAIL,MEDIO,Sudeste
3713742318997880410,2000-08-15,Sudeste,0,Comércio,HOTMAIL,PEQUENO,Sudeste
4008627434689715639,2000-08-15,Sudeste,0,Serviços,HOTMAIL,PEQUENO,Sudeste
4335865859049992260,2000-08-15,Sudeste,0,Serviços,HOTMAIL,MEDIO,Sudeste
7816319470107777265,2000-08-15,Sudeste,0,Comércio,YAHOO,MEDIO,Sudeste
6238903426443761049,2016-08-07,Nordeste,0,Serviços,GMAIL,MEDIO,Nordeste
2943087245123311166,2014-03-31,Norte,0,Comércio,HOTMAIL,PEQUENO,Centro-Oeste
5726178124659661019,2015-08-16,Norte,0,Indústria,GMAIL,MEDIO,Norte
7770458886439606839,2017-08-03,Centro-Oeste,0,Serviços,GMAIL,GRANDE,Centro-Oeste
1343849459953365123,2016-10-18,Sudeste,0,Serviços,GMAIL,PEQUENO,Sudeste
5611787644735474299,2000-08-15,Unknown,0,Serviços,HOTMAIL,MEDIO,Sul
5574997762710520717,2011-05-16,Sudeste,0,Unknown,GMAIL,GRANDE,Sudeste
8409181491723988567,2000-08-15,Sudeste,0,Indústria,YAHOO,MEDIO,Sudeste
312543480920432545,2011-02-14,Sul,0,Comércio,GMAIL,PEQUENO,Sul
1210783884008131648,2000-08-15,Unknown,0,Serviços,YAHOO,MEDIO,Sudeste
8828303152301461681,2000-08-15,Sudeste,0,Serviços,GMAIL,GRANDE,Sudeste
662944582644865942,2000-08-15,Nordeste,0,Comércio,YAHOO,GRANDE,Nordeste
7289435138601868544,2014-07-20,Sudeste,0,Serviços,GMAIL,GRANDE,Sul
7325545718770538459,2011-02-15,Sudeste,0,Comércio,AOL,GRANDE,Sul
2658946240987854807,2009-03-30,Centro-Oeste,0,Serviços,BOL,GRANDE,Centro-Oeste
3118683330911759410,2011-02-14,Nordeste,0,Serviços,HOTMAIL,PEQUENO,Nordeste
1036256411320325774,2000-08-15,Sudeste,0,Serviços,YAHOO,PEQUENO,Sudeste
417157680860985231,2000-08-15,Sul,0,Comércio,GMAIL,MEDIO,Sul
8041261093764417881,2011-02-14,Sudeste,0,Comércio,HOTMAIL,GRANDE,Sudeste
5591489215787777256,2011-02-14,Sul,0,Serviços,AOL,GRANDE,Sul
8398000036517692656,2013-06-16,Nordeste,0,Serviços,HOTMAIL,GRANDE,Nordeste
2684293212741157926,2018-07-25,Unknown,0,Comércio,GMAIL,PEQUENO,Sul
234898976850399181,2011-05-16,Sudeste,0,Comércio,HOTMAIL,MEDIO,Sudeste
7231408738455755015,2006-07-26,Sudeste,0,Serviços,HOTMAIL,Unknown,Sudeste
4972567100282306577,2006-07-09,Sudeste,0,Serviços,YAHOO,MEDIO,Nordeste
2508429106201166689,2014-06-02,Nordeste,0,Serviços,GMAIL,GRANDE,Nordeste
2455576782104041698,2000-08-15,Sudeste,0,Comércio,HOTMAIL,GRANDE,Nordeste
361555714683085449,2009-06-11,Sudeste,0,Comércio,GMAIL,GRANDE,Sul
4791195031160012361,2011-11-15,Sudeste,0,Comércio,GMAIL,MEDIO,Sudeste
2290083177086946553,2014-09-18,Sudeste,0,Comércio,AOL,PEQUENO,Sudeste
8195468623809753777,2000-08-15,Sudeste,0,Serviços,HOTMAIL,MEDIO,Sul
6941381638534728190,2017-05-22,Nordeste,0,Serviços,HOTMAIL,MEDIO,Nordeste
6330043096034525408,2015-07-21,Nordeste,0,Serviços,HOTMAIL,PEQUENO,Nordeste
3355881107559250653,2011-02-14,Sudeste,0,Comércio,HOTMAIL,GRANDE,Sudeste
7395696797140470088,2000-08-15,Sudeste,0,Indústria,Unknown,PEQUENO,Sudeste
3275327267689584006,2016-01-31,Norte,0,Indústria,HOTMAIL,MEDIO,Norte
5799279645678609726,2015-11-15,Sul,0,Indústria,HOTMAIL,GRANDE,Sul
4571290108043699959,2000-08-15,Unknown,0,Comércio,GMAIL,GRANDE,Sudeste
4724876423989598202,2011-02-14,Sudeste,0,Indústria,GMAIL,MEDIO,Sudeste
2347028805684088098,2000-08-15,Sul,0,Comércio,YAHOO,GRANDE,Sul
7637066986811047950,2014-09-16,Nordeste,0,Indústria,HOTMAIL,GRANDE,Nordeste
7167988599372526790,2017-07-02,Sudeste,0,Indústria,YAHOO,MEDIO,Sudeste
9206030810342980458,2005-08-08,Sudeste,0,Serviços,HOTMAIL,MEDIO,Sul
7963861799566207637,2000-08-15,Sul,0,Indústria,GMAIL,PEQUENO,Sul
5602023133976834072,2000-08-15,Sul,0,Indústria,YAHOO,GRANDE,Nordeste
3742264304742819339,2016-01-11,Nordeste,0,Comércio,HOTMAIL,MEDIO,Nordeste
170089315547146305,2000-08-15,Sudeste,0,Serviços,HOTMAIL,GRANDE,Sudeste
8231834408402328152,2011-02-14,Sudeste,0,Serviços,Unknown,MEDIO,Sudeste
968199235777440720,2011-02-15,Centro-Oeste,0,Serviços,YAHOO,MEDIO,Centro-Oeste
4202876623878743806,2009-04-28,Sudeste,0,Serviços,YAHOO,GRANDE,Sudeste
7457803471605010846,2000-08-15,Unknown,0,Serviços,GMAIL,GRANDE,Sul
968400235888951633,2014-02-02,Unknown,0,Comércio,YAHOO,PEQUENO,Sul
7571271990906543121,2011-02-15,Unknown,0,Serviços,AOL,MEDIO,Sudeste
7177785309735471560,2014-02-02,Sul,0,Serviços,GMAIL,MEDIO,Sul
3472934456083131714,2011-02-14,Sudeste,0,Indústria,YAHOO,GRANDE,Sudeste
1118514612547157551,2013-10-31,Centro-Oeste,0,Serviços,YAHOO,PEQUENO,Norte
5888474320320735000,2014-12-22,Norte,0,Indústria,GMAIL,GRANDE,Nordeste
5606267905834401873,2012-10-01,Sul,0,Indústria,YAHOO,MEDIO,Sul
2763141362035716801,2011-02-14,Sudeste,0,Comércio,GMAIL,PEQUENO,Sudeste
6617479989097680138,2006-08-06,Sul,0,Comércio,GMAIL,MEDIO,Sul
2382123267535341265,2011-02-14,Sudeste,0,Serviços,GMAIL,MEDIO,Sudeste
4935929591787890253,2011-02-14,Sudeste,0,Serviços,HOTMAIL,GRANDE,Centro-Oeste
6227190030200106151,2011-02-14,Nordeste,0,Serviços,GMAIL,MEDIO,Nordeste
3095408468798675621,2015-08-09,Sudeste,0,Serviços,GMAIL,MEDIO,Sudeste
5271591321704178730,2014-10-21,Sudeste,0,Serviços,YAHOO,MEDIO,Sudeste
5763886458177210090,2016-12-11,Nordeste,0,Serviços,YAHOO,GRANDE,Nordeste
5791518044186095039,2000-08-15,Unknown,0,Serviços,HOTMAIL,PEQUENO,Norte
2677901391425651891,2000-08-15,Sudeste,0,Serviços,GMAIL,MEDIO,Sudeste
1778014915038250584,2008-12-09,Sudeste,0,Comércio,OUTLOOK,PEQUENO,Sudeste
6198047969028248384,2016-02-23,Centro-Oeste,0,Indústria,YAHOO,GRANDE,Norte
2467590416042313927,2000-08-15,Sudeste,0,Indústria,YAHOO,PEQUENO,Sudeste
1616952665234409442,2011-12-04,Unknown,0,Comércio,YAHOO,GRANDE,Sudeste
6950439982480713649,2011-02-14,Sudeste,0,Comércio,GMAIL,PEQUENO,Sudeste
5462970244186515758,2011-02-14,Sul,0,Comércio,HOTMAIL,MEDIO,Sul
5465001651966355821,2000-08-15,Centro-Oeste,0,Indústria,GMAIL,MEDIO,Centro-Oeste
689004070169545786,2000-08-15,Nordeste,0,Serviços,OUTLOOK,GRANDE,Nordeste
5042877476420217533,2012-03-26,Sul,0,Serviços,YAHOO,GRANDE,Sul
2554972344348383830,2018-03-28,Sul,0,Serviços,GMAIL,GRANDE,Sul
6337915293429442229,2013-11-26,Sudeste,0,Comércio,HOTMAIL,GRANDE,Sudeste
180672270337706285,2004-06-01,Sudeste,0,Serviços,GMAIL,PEQUENO,Sudeste
7590999900861381526,2015-03-19,Nordeste,0,Comércio,HOTMAIL,MEDIO,Nordeste
4183921942053157552,2011-02-14,Unknown,0,Serviços,YAHOO,MEDIO,Sudeste
6916556752218696485,2008-09-11,Sudeste,0,Serviços,OUTLOOK,GRANDE,Sudeste
7182085930008391174,2011-02-14,Sudeste,0,Comércio,AOL,GRANDE,Sudeste
3093415403379897112,2011-02-14,Sudeste,0,Serviços,AOL,MEDIO,Sudeste
6643358471662528195,2014-02-02,Sul,0,Serviços,GMAIL,GRANDE,Sul
1551531256789550891,2011-02-14,Sudeste,0,Serviços,YAHOO,GRANDE,Sudeste
5303720405946805990,2011-02-14,Sul,0,Comércio,YAHOO,GRANDE,Sul
6817075905797098547,2007-05-02,Sudeste,0,Unknown,AOL,GRANDE,Sudeste
2083323809219952960,2000-08-15,Sudeste,0,Indústria,GMAIL,MEDIO,Sudeste
4995217181024687397,2000-08-15,Sudeste,0,Serviços,HOTMAIL,GRANDE,Sudeste
3386019519917828299,2013-04-17,Sudeste,0,Indústria,HOTMAIL,MEDIO,Sudeste
2201150681962815877,2011-02-15,Sul,0,Indústria,YAHOO,GRANDE,Sul
7810985951121711480,2011-02-14,Sudeste,0,Unknown,AOL,MEDIO,Sudeste
5864443060004179363,2000-08-15,Sudeste,0,Serviços,GMAIL,GRANDE,Sul
2768068015169423097,2012-05-08,Sudeste,0,Serviços,YAHOO,GRANDE,Sul
8080988579391900405,2011-02-14,Sul,0,Comércio,GMAIL,PEQUENO,Sul
5369576709077493659,2000-08-15,Sudeste,0,Indústria,GMAIL,GRANDE,Sudeste
1953058402621337677,2017-11-26,Centro-Oeste,0,Indústria,GMAIL,PEQUENO,Norte
2951563549197799278,2000-08-15,Sudeste,0,Comércio,AOL,PEQUENO,Sudeste
8826489829259520138,2011-02-14,Sudeste,0,Comércio,GMAIL,MEDIO,Sul
5082813456193598086,2012-05-21,Sudeste,0,Comércio,GMAIL,GRANDE,Sudeste
670573866376512619,2015-11-12,Sudeste,0,Comércio,HOTMAIL,MEDIO,Sudeste
8684964138237894839,2016-03-09,Sudeste,0,Indústria,YAHOO,GRANDE,Sudeste
5440313607363845188,2000-08-15,Sudeste,0,Serviços,GMAIL,GRANDE,Sul
274692171162531764,2005-08-03,Sudeste,0,Serviços,GMAIL,PEQUENO,Sudeste
761746217261797478,2014-11-03,Sudeste,0,Serviços,YAHOO,GRANDE,Sudeste
1088521227159442264,2000-08-15,Unknown,0,Serviços,YAHOO,PEQUENO,Sul
792560389712312178,2000-08-15,Sudeste,0,Comércio,HOTMAIL,GRANDE,Sul
6030285068945261052,2000-08-15,Unknown,0,Comércio,AOL,MEDIO,Nordeste
660382477567765256,2011-02-14,Sudeste,0,Indústria,YAHOO,MEDIO,Sul
6284433051333854194,2017-03-09,Sudeste,0,Comércio,YAHOO,GRANDE,Sudeste
7696655736121386405,2000-08-15,Sul,0,Comércio,HOTMAIL,GRANDE,Sul
3285246914299291124,2011-02-14,Sul,0,Serviços,HOTMAIL,MEDIO,Sul
2119292203323657032,2012-03-11,Sul,0,Serviços,GMAIL,PEQUENO,Sul
903093877129717133,2000-08-15,Sudeste,0,Serviços,HOTMAIL,GRANDE,Nordeste
7664272163315705419,2011-02-14,Sudeste,0,Serviços,HOTMAIL,MEDIO,Sudeste
5434353421615275749,2011-02-14,Sudeste,0,Indústria,GMAIL,GRANDE,Centro-Oeste
7750874287225529604,2011-02-14,Sudeste,0,Serviços,GMAIL,PEQUENO,Sudeste
1998941557906036376,2011-02-14,Sudeste,0,Comércio,GMAIL,GRANDE,Sudeste
5432443358006556295,2006-01-09,Sudeste,0,Serviços,GMAIL,MEDIO,Sudeste
3036967290595689189,2000-08-15,Sudeste,0,Indústria,AOL,GRANDE,Sudeste
3137879241768961145,2015-04-26,Nordeste,0,Comércio,AOL,GRANDE,Nordeste
5048392903148444335,2011-05-23,Nordeste,0,Indústria,YAHOO,GRANDE,Nordeste
6968106554514688300,2011-05-16,Sudeste,0,Comércio,YAHOO,GRANDE,Sudeste
7751080728852739823,2000-08-15,Sudeste,0,Comércio,HOTMAIL,PEQUENO,Sudeste
5108407319813072955,2000-08-15,Sudeste,0,Comércio,BOL,GRANDE,Nordeste
4327694790333781288,2014-03-02,Sul,0,Serviços,HOTMAIL,PEQUENO,Sul
8505870778358741102,2011-02-14,Nordeste,0,Serviços,GMAIL,GRANDE,Nordeste
257162352336759783,2011-02-14,Sudeste,0,Serviços,YAHOO,GRANDE,Sudeste
6532139198609901627,2011-02-14,Nordeste,0,Serviços,GMAIL,GRANDE,Nordeste
7492389223353246125,2000-08-15,Nordeste,0,Comércio,YAHOO,GRANDE,Nordeste
1553628056929342565,2009-09-29,Unknown,0,Comércio,YAHOO,MEDIO,Nordeste
7720744580848517371,2017-12-10,Norte,0,Serviços,HOTMAIL,MEDIO,Norte
6927178425683104769,2000-08-15,Sul,0,Serviços,AOL,MEDIO,Sul
39547025441582855,2015-02-12,Nordeste,0,Serviços,GMAIL,PEQUENO,Nordeste
8643106054593378360,2015-11-05,Sudeste,0,Serviços,YAHOO,MEDIO,Centro-Oeste
7120090169052575663,2000-08-15,Nordeste,0,Serviços,GMAIL,GRANDE,Nordeste
963687627963462983,2012-03-11,Sul,0,Comércio,BOL,MEDIO,Sul
2335982750277990437,2007-06-10,Centro-Oeste,0,Serviços,AOL,GRANDE,Sudeste
5687511145009775604,2014-12-02,Nordeste,0,Serviços,YAHOO,MEDIO,Nordeste
4489904752023469353,2000-08-15,Sudeste,0,Indústria,GMAIL,GRANDE,Sudeste
8939476669690489534,2009-11-22,Sudeste,0,Comércio,HOTMAIL,PEQUENO,Sudeste
8785648114090695180,2013-07-09,Sudeste,0,Serviços,HOTMAIL,MEDIO,Sudeste
5067621068959932809,2011-02-14,Sudeste,0,Serviços,HOTMAIL,GRANDE,Sudeste
1272921915900711149,2006-09-26,Sudeste,0,Comércio,GMAIL,MEDIO,Sul
5503073374822479037,2000-08-15,Sudeste,0,Indústria,GMAIL,MEDIO,Sudeste
7920896580423665241,2011-02-14,Sudeste,0,Serviços,HOTMAIL,MEDIO,Sudeste
8874257794774679816,2012-04-26,Sul,0,Comércio,GMAIL,MEDIO,Sul
2761181567313020223,2017-04-17,Sudeste,0,Indústria,HOTMAIL,MEDIO,Sudeste
3698481516392183789,2011-02-14,Sul,0,Indústria,GMAIL,MEDIO,Sul
3760177249735580557,2012-03-15,Sudeste,0,Comércio,GMAIL,GRANDE,Norte
8400764778654490278,2016-08-11,Sul,0,Comércio,GMAIL,MEDIO,Sul
7895753719321668294,2017-07-11,Nordeste,0,Serviços,HOTMAIL,GRANDE,Nordeste
8897340779547593728,2017-07-05,Sudeste,0,Indústria,GMAIL,GRANDE,Centro-Oeste
3025708129948185495,2009-10-15,Unknown,0,Comércio,HOTMAIL,PEQUENO,Sudeste
