ID_CLIENTE,SAFRA_REF,INADIMPLENTE
8909740532547211288,2021-07-01,0.0
8909740532547211288,2021-07-01,0.0
4045739494965095560,2021-07-01,0.03
4045739494965095560,2021-07-01,0.03
4045739494965095560,2021-07-01,0.02
6759864637454708017,2021-07-01,0.0254
6759864637454708017,2021-07-01,0.0254
6759864637454708017,2021-07-01,0.0254
6759864637454708017,2021-07-01,0.0454
6759864637454708017,2021-07-01,0.0354
6759864637454708017,2021-07-01,0.02
6134696632487351445,2021-07-01,0.02
6134696632487351445,2021-07-01,0.06
6134696632487351445,2021-07-01,0.0
5373371196946859811,2021-07-01,0.01903225806451613
3095686599956852697,2021-07-01,0.020303030303030302
3095686599956852697,2021-07-01,0.030303030303030304
3095686599956852697,2021-07-01,0.0
1616952665234409442,2021-07-01,0.21976190476190474
1616952665234409442,2021-07-01,0.22740896358543417
1088521227159442264,2021-07-01,0.02
1088521227159442264,2021-07-01,0.01
1088521227159442264,2021-07-01,0.01
8529899700094903171,2021-07-01,0.03
8529899700094903171,2021-07-01,0.07
8529899700094903171,2021-07-01,0.06
8529899700094903171,2021-07-01,0.05
8529899700094903171,2021-07-01,0.04
8529899700094903171,2021-07-01,0.013076923076923076
8529899700094903171,2021-07-01,0.003076923076923077
499242942549937267,2021-07-01,0.06
499242942549937267,2021-07-01,0.05
499242942549937267,2021-07-01,0.04
499242942549937267,2021-07-01,0.05
499242942549937267,2021-07-01,0.05
499242942549937267,2021-07-01,0.07
499242942549937267,2021-07-01,0.05
499242942549937267,2021-07-01,0.07
499242942549937267,2021-07-01,0.08
5897410907783139228,2021-07-01,0.09080536912751677
5897410907783139228,2021-07-01,0.09080536912751677
5897410907783139228,2021-07-01,0.13714638295240156
5897410907783139228,2021-07-01,0.18185226530534276
2083323809219952960,2021-07-01,0.01
2083323809219952960,2021-07-01,0.01
2083323809219952960,2021-07-01,0.01
2083323809219952960,2021-07-01,0.01
2083323809219952960,2021-07-01,0.03
2083323809219952960,2021-07-01,0.01
2083323809219952960,2021-07-01,0.02
2083323809219952960,2021-07-01,0.0
2083323809219952960,2021-07-01,0.0
2083323809219952960,2021-07-01,0.0
1953058402621337677,2021-07-01,0.21
1953058402621337677,2021-07-01,0.09
1953058402621337677,2021-07-01,0.12
1953058402621337677,2021-07-01,0.23
3408536439470975134,2021-07-01,0.00030303030303030303
3408536439470975134,2021-07-01,0.00030303030303030303
3408536439470975134,2021-07-01,0.00030303030303030303
3408536439470975134,2021-07-01,0.00030303030303030303
5687511145009775604,2021-07-01,0.047400000000000005
5687511145009775604,2021-07-01,0.9495454545454546
7485107528960607346,2021-07-01,0.08327740492170023
7485107528960607346,2021-07-01,0.061610738255033555
531805620371082364,2021-07-01,0.09
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
5761480994209806499,2021-07-01,0.0
4762256864594914240,2021-07-01,0.28
8570963260597299378,2021-07-01,0.0
5974858472822751652,2021-07-01,0.06
3421433989501830226,2021-07-01,0.72
4327694790333781288,2021-07-01,0.0
4327694790333781288,2021-07-01,0.0
8173830874846355280,2021-07-01,0.02
8173830874846355280,2021-07-01,0.02
8173830874846355280,2021-07-01,0.06025641025641026
8173830874846355280,2021-07-01,0.040256410256410254
8173830874846355280,2021-07-01,0.040256410256410254
8173830874846355280,2021-07-01,0.06025641025641026
8173830874846355280,2021-07-01,0.03
8173830874846355280,2021-07-01,0.06025641025641026
8173830874846355280,2021-07-01,0.05
8173830874846355280,2021-07-01,0.06
2347028805684088098,2021-07-01,0.01
3632378524835692731,2021-07-01,0.01
3632378524835692731,2021-07-01,0.01
3632378524835692731,2021-07-01,0.03
2033394215069562776,2021-07-01,0.04
2033394215069562776,2021-07-01,0.04
2033394215069562776,2021-07-01,0.05
2033394215069562776,2021-07-01,0.06
3285246914299291124,2021-07-01,0.02
3285246914299291124,2021-07-01,0.02
3285246914299291124,2021-07-01,0.02
3285246914299291124,2021-07-01,0.02
2929243640075785940,2021-07-01,0.01
2929243640075785940,2021-07-01,0.02
2929243640075785940,2021-07-01,0.02
2929243640075785940,2021-07-01,0.01
2929243640075785940,2021-07-01,0.01
2407532237672094312,2021-07-01,0.0
2407532237672094312,2021-07-01,0.01
2407532237672094312,2021-07-01,0.03
5635781225931111684,2021-07-01,0.02203327965646806
5635781225931111684,2021-07-01,0.07440064900349305
1235244772550233980,2021-07-01,0.01
1235244772550233980,2021-07-01,0.01
1235244772550233980,2021-07-01,0.0325
4365965554261111250,2021-07-01,0.18
5162636608292907782,2021-07-01,0.02
8248484932270772248,2021-07-01,0.0254
924957821424248698,2021-07-01,0.010044843049327354
924957821424248698,2021-07-01,0.010044843049327354
924957821424248698,2021-07-01,0.020044843049327358
6828316696355015040,2021-07-01,0.11746218995765276
8409181491723988567,2021-07-01,0.03
8409181491723988567,2021-07-01,0.03
8409181491723988567,2021-07-01,0.21
8409181491723988567,2021-07-01,0.08
4532469127306079736,2021-07-01,0.02
7664272163315705419,2021-07-01,0.0
7664272163315705419,2021-07-01,0.010490196078431373
9206030810342980458,2021-07-01,0.01
9206030810342980458,2021-07-01,0.01
9206030810342980458,2021-07-01,0.01
5810778736737569699,2021-07-01,0.02
5810778736737569699,2021-07-01,0.03
1366416810235233769,2021-07-01,0.04
1366416810235233769,2021-07-01,0.03
1366416810235233769,2021-07-01,0.04
1366416810235233769,2021-07-01,0.04
1366416810235233769,2021-07-01,0.02
1366416810235233769,2021-07-01,0.04
8067924767167570288,2021-07-01,0.04
7908414709866823255,2021-07-01,0.011390728476821193
7908414709866823255,2021-07-01,0.02139072847682119
7908414709866823255,2021-07-01,0.0
7908414709866823255,2021-07-01,0.0
8994944800097997361,2021-07-01,0.05
8994944800097997361,2021-07-01,0.07047619047619047
6950439982480713649,2021-07-01,0.08666666666666666
6950439982480713649,2021-07-01,0.09205128205128205
8901696535927078963,2021-07-01,0.01
8901696535927078963,2021-07-01,0.02
8901696535927078963,2021-07-01,0.02
8901696535927078963,2021-07-01,0.03
8901696535927078963,2021-07-01,0.02
8901696535927078963,2021-07-01,0.03
8901696535927078963,2021-07-01,0.02
6204723742351094322,2021-07-01,0.17
3095408468798675621,2021-07-01,0.04
3095408468798675621,2021-07-01,0.0525
7722287846688771887,2021-07-01,0.02
312543480920432545,2021-07-01,0.26
312543480920432545,2021-07-01,0.01
312543480920432545,2021-07-01,0.0
6394935036014530592,2021-07-01,0.03
6394935036014530592,2021-07-01,0.04422857142857142
3281617395243454427,2021-07-01,0.0880952380952381
1115703227712697214,2021-07-01,0.04
1115703227712697214,2021-07-01,0.02
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
8185063234515056194,2021-07-01,0.0
7492389223353246125,2021-07-01,0.1
7492389223353246125,2021-07-01,0.21
7492389223353246125,2021-07-01,0.09
6217788509719675691,2021-07-01,0.04
6217788509719675691,2021-07-01,0.07666666666666667
8716163053080758848,2021-07-01,0.02
8716163053080758848,2021-07-01,0.01
8716163053080758848,2021-07-01,0.01
8716163053080758848,2021-07-01,0.06
8716163053080758848,2021-07-01,0.02
8716163053080758848,2021-07-01,0.03
324916756972236008,2021-07-01,0.04
324916756972236008,2021-07-01,0.36
324916756972236008,2021-07-01,0.03
324916756972236008,2021-07-01,0.02
324916756972236008,2021-07-01,0.04
324916756972236008,2021-07-01,0.03
7269781193318890653,2021-07-01,0.01
7269781193318890653,2021-07-01,0.0
6784879562354696650,2021-07-01,0.0
8229446069655666941,2021-07-01,0.76
8229446069655666941,2021-07-01,0.07
4972567100282306577,2021-07-01,0.03
5864443060004179363,2021-07-01,0.01
5864443060004179363,2021-07-01,0.03
5864443060004179363,2021-07-01,0.04
5864443060004179363,2021-07-01,0.02
5864443060004179363,2021-07-01,0.0
2439954154030259398,2021-07-01,0.02
8623308321032624474,2021-07-01,0.05
8623308321032624474,2021-07-01,0.5499328859060403
8623308321032624474,2021-07-01,0.10348387096774193
4524147234488547993,2021-07-01,0.07
4524147234488547993,2021-07-01,0.09
4524147234488547993,2021-07-01,0.08
6987942592445950913,2021-07-01,0.01
6987942592445950913,2021-07-01,0.01
6987942592445950913,2021-07-01,0.01
6987942592445950913,2021-07-01,0.01
8684964138237894839,2021-07-01,0.04
6582676833651678345,2021-07-01,0.010735294117647058
6582676833651678345,2021-07-01,0.010735294117647058
6582676833651678345,2021-07-01,0.010735294117647058
6582676833651678345,2021-07-01,0.010735294117647058
6582676833651678345,2021-07-01,0.020735294117647057
6582676833651678345,2021-07-01,0.020735294117647057
6582676833651678345,2021-07-01,0.02676595744680851
6582676833651678345,2021-07-01,0.020735294117647057
1036256411320325774,2021-07-01,0.01
1036256411320325774,2021-07-01,0.02
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.0
968199235777440720,2021-07-01,0.01
968199235777440720,2021-07-01,0.01
968199235777440720,2021-07-01,0.01
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.01
6916556752218696485,2021-07-01,0.0
6916556752218696485,2021-07-01,0.02
6916556752218696485,2021-07-01,0.02
6916556752218696485,2021-07-01,0.02
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.03
6916556752218696485,2021-07-01,0.04
6916556752218696485,2021-07-01,0.03
6030285068945261052,2021-07-01,0.03
6030285068945261052,2021-07-01,0.03
6030285068945261052,2021-07-01,0.11
6030285068945261052,2021-07-01,0.04
6030285068945261052,2021-07-01,0.03
8463871205935856285,2021-07-01,0.04
4071158585850879204,2021-07-01,0.03
4071158585850879204,2021-07-01,0.02
4071158585850879204,2021-07-01,0.14
3218226066162129945,2021-07-01,0.09
4679462479444735708,2021-07-01,0.01
4679462479444735708,2021-07-01,0.02
4679462479444735708,2021-07-01,0.01
4679462479444735708,2021-07-01,0.01
4679462479444735708,2021-07-01,0.01
4679462479444735708,2021-07-01,0.01
4724876423989598202,2021-07-01,0.02080536912751678
4724876423989598202,2021-07-01,0.02080536912751678
4724876423989598202,2021-07-01,0.02030536912751678
2128970218770090704,2021-07-01,0.19
2128970218770090704,2021-07-01,0.0
2128970218770090704,2021-07-01,0.01
1003144834589372198,2021-07-01,0.0
1003144834589372198,2021-07-01,0.01
9127318190908282126,2021-07-01,0.03139072847682119
9127318190908282126,2021-07-01,0.011390728476821193
8163895533020293251,2021-07-01,0.46
8163895533020293251,2021-07-01,0.63
8163895533020293251,2021-07-01,0.5
5794903898038236832,2021-07-01,0.01
5794903898038236832,2021-07-01,0.01
3960251564708868781,2021-07-01,0.04
3960251564708868781,2021-07-01,0.03
3960251564708868781,2021-07-01,0.02
3960251564708868781,2021-07-01,0.02
3960251564708868781,2021-07-01,0.02
5888474320320735000,2021-07-01,0.55
5888474320320735000,2021-07-01,0.55
5888474320320735000,2021-07-01,0.66
761746217261797478,2021-07-01,0.0
761746217261797478,2021-07-01,0.002631578947368421
1507697130807703164,2021-07-01,0.03
9184785003280841216,2021-07-01,0.05285714285714285
9184785003280841216,2021-07-01,0.05285714285714285
9184785003280841216,2021-07-01,0.09285714285714285
1182975716201409626,2021-07-01,0.01
1182975716201409626,2021-07-01,0.15
1182975716201409626,2021-07-01,0.0
1182975716201409626,2021-07-01,0.0
1182975716201409626,2021-07-01,0.0
5369576709077493659,2021-07-01,0.04
3472934456083131714,2021-07-01,0.0013907284768211918
717981637594591016,2021-07-01,0.01
717981637594591016,2021-07-01,0.23
717981637594591016,2021-07-01,0.03
717981637594591016,2021-07-01,0.03
8255085612985072878,2021-07-01,0.0
8255085612985072878,2021-07-01,0.02
7751080728852739823,2021-07-01,0.03076923076923077
7751080728852739823,2021-07-01,0.22
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
4347826483121154490,2021-07-01,0.0
2214132103234633622,2021-07-01,0.03
2214132103234633622,2021-07-01,0.01
2214132103234633622,2021-07-01,0.015
2214132103234633622,2021-07-01,0.015
2214132103234633622,2021-07-01,0.015
410843023337872279,2021-07-01,0.05600204260285964
2022367282554149730,2021-07-01,0.03
2022367282554149730,2021-07-01,0.02
7637066986811047950,2021-07-01,0.030566037735849053
7637066986811047950,2021-07-01,0.020566037735849054
7637066986811047950,2021-07-01,0.05
86110062990790869,2021-07-01,0.05
5304536516981778801,2021-07-01,0.02
5304536516981778801,2021-07-01,0.03
5304536516981778801,2021-07-01,0.04
3829967475074118757,2021-07-01,0.5
3829967475074118757,2021-07-01,0.52
7444686668183702737,2021-07-01,0.01
7444686668183702737,2021-07-01,0.04
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.01
682352428813668634,2021-07-01,0.0
682352428813668634,2021-07-01,0.01
682352428813668634,2021-07-01,0.0
7613717984547031729,2021-07-01,0.0
7910340581026492945,2021-07-01,0.03
7910340581026492945,2021-07-01,0.0
7910340581026492945,2021-07-01,0.14
6352592240901579272,2021-07-01,0.15125
5574997762710520717,2021-07-01,0.03
5574997762710520717,2021-07-01,0.03
8939476669690489534,2021-07-01,0.05
107343823625119033,2021-07-01,0.01
6349142675790687765,2021-07-01,0.72
6349142675790687765,2021-07-01,0.78
6349142675790687765,2021-07-01,0.74
5067621068959932809,2021-07-01,0.0
5067621068959932809,2021-07-01,0.01125
5067621068959932809,2021-07-01,0.01125
5067621068959932809,2021-07-01,0.01425
5067621068959932809,2021-07-01,0.01425
2397171153213063761,2021-07-01,0.01
2397171153213063761,2021-07-01,0.0
2397171153213063761,2021-07-01,0.01
2397171153213063761,2021-07-01,0.0
2397171153213063761,2021-07-01,0.01
8195468623809753777,2021-07-01,0.02
8195468623809753777,2021-07-01,0.02
8195468623809753777,2021-07-01,0.02
8195468623809753777,2021-07-01,0.02
6271697692808086495,2021-07-01,0.1
5176940320835464459,2021-07-01,0.014545454545454545
5176940320835464459,2021-07-01,0.014545454545454545
5176940320835464459,2021-07-01,0.04
5176940320835464459,2021-07-01,0.06
5176940320835464459,2021-07-01,0.04
5176940320835464459,2021-07-01,0.02
5176940320835464459,2021-07-01,0.0
4342146186255136598,2021-07-01,0.02
4342146186255136598,2021-07-01,0.0
4342146186255136598,2021-07-01,0.26
4795152981525833467,2021-07-01,0.01
4795152981525833467,2021-07-01,0.045714285714285714
4795152981525833467,2021-07-01,0.03571428571428571
4795152981525833467,2021-07-01,0.01
4795152981525833467,2021-07-01,0.05
5714540197488862003,2021-07-01,0.24
5714540197488862003,2021-07-01,0.76
5714540197488862003,2021-07-01,0.3
6012031176108922616,2021-07-01,0.06
1998941557906036376,2021-07-01,0.062289240095258706
5558533999208199371,2021-07-01,0.55
8464809590757561185,2021-07-01,0.03
8464809590757561185,2021-07-01,0.05022727272727273
8464809590757561185,2021-07-01,0.07022727272727272
8464809590757561185,2021-07-01,0.060227272727272727
6721448955097663572,2021-07-01,0.03
6721448955097663572,2021-07-01,0.02
6721448955097663572,2021-07-01,0.04
5225029212547588718,2021-07-01,0.03
5225029212547588718,2021-07-01,0.04
5225029212547588718,2021-07-01,0.04
8926565682509268383,2021-07-01,0.01
8926565682509268383,2021-07-01,0.0
8926565682509268383,2021-07-01,0.01
8926565682509268383,2021-07-01,0.01
8926565682509268383,2021-07-01,0.0
8926565682509268383,2021-07-01,0.0029411764705882353
8926565682509268383,2021-07-01,0.012941176470588235
2983174282784691273,2021-07-01,0.01
2983174282784691273,2021-07-01,0.3
8536031856585966123,2021-07-01,0.25972463585168976
8536031856585966123,2021-07-01,0.19230039342744734
8536031856585966123,2021-07-01,0.79
8536031856585966123,2021-07-01,0.78
8536031856585966123,2021-07-01,0.71
7696655736121386405,2021-07-01,0.06
7696655736121386405,2021-07-01,0.04
7750874287225529604,2021-07-01,0.03161800120409392
7750874287225529604,2021-07-01,0.02139072847682119
7750874287225529604,2021-07-01,0.12022727272727274
8013668117699219722,2021-07-01,0.03
7289435138601868544,2021-07-01,0.01
7289435138601868544,2021-07-01,0.01
7289435138601868544,2021-07-01,0.03
5042877476420217533,2021-07-01,0.01
5042877476420217533,2021-07-01,0.01
1299146298565441811,2021-07-01,0.0025
8376902089871279815,2021-07-01,0.04
8376902089871279815,2021-07-01,0.08
8376902089871279815,2021-07-01,0.06
3997247264680905799,2021-07-01,0.03
3997247264680905799,2021-07-01,0.02
5029701292539093910,2021-07-01,0.05
8733525963966339207,2021-07-01,0.26
8733525963966339207,2021-07-01,0.14
8733525963966339207,2021-07-01,0.26
1454789421854453615,2021-07-01,0.01161800120409392
1454789421854453615,2021-07-01,0.07666666666666667
1454789421854453615,2021-07-01,0.01161800120409392
1454789421854453615,2021-07-01,0.13666666666666666
209477776078372134,2021-07-01,0.01
209477776078372134,2021-07-01,0.01
209477776078372134,2021-07-01,0.02
209477776078372134,2021-07-01,0.03
3156852928909455203,2021-07-01,0.11539999999999999
3156852928909455203,2021-07-01,0.15539999999999998
7590999900861381526,2021-07-01,0.21
4556737702757145073,2021-07-01,0.01
6545052034269841737,2021-07-01,0.02
6545052034269841737,2021-07-01,0.01
6545052034269841737,2021-07-01,0.18
6545052034269841737,2021-07-01,0.01
6545052034269841737,2021-07-01,0.02
6545052034269841737,2021-07-01,0.03642857142857143
3571198145319411787,2021-07-01,0.051428571428571435
3571198145319411787,2021-07-01,0.06142857142857143
3571198145319411787,2021-07-01,0.3822674418604651
3571198145319411787,2021-07-01,0.10226744186046512
8874257794774679816,2021-07-01,0.01
2634859679238614382,2021-07-01,0.0
2634859679238614382,2021-07-01,0.01
2634859679238614382,2021-07-01,0.01
2634859679238614382,2021-07-01,0.01
2634859679238614382,2021-07-01,0.0
2634859679238614382,2021-07-01,0.01
2678966409665050034,2021-07-01,0.04
2678966409665050034,2021-07-01,0.04
2678966409665050034,2021-07-01,0.07448717948717949
2678966409665050034,2021-07-01,0.05448717948717949
2250817603281429928,2021-07-01,0.01
2106875407768047316,2021-07-01,0.1
7458891296671174680,2021-07-01,0.09
8213533889694327948,2021-07-01,0.0
8213533889694327948,2021-07-01,0.0
8213533889694327948,2021-07-01,0.0
6471448246085839373,2021-07-01,0.03
2532435113844289043,2021-07-01,0.01
2532435113844289043,2021-07-01,0.01
2532435113844289043,2021-07-01,0.02
2532435113844289043,2021-07-01,0.02
2532435113844289043,2021-07-01,0.01
2532435113844289043,2021-07-01,0.01
2532435113844289043,2021-07-01,0.00025316455696202533
2532435113844289043,2021-07-01,0.02
2532435113844289043,2021-07-01,0.010253164556962024
2532435113844289043,2021-07-01,0.010253164556962024
2532435113844289043,2021-07-01,0.010253164556962024
3137879241768961145,2021-07-01,0.01
3137879241768961145,2021-07-01,0.02
3118152790263512426,2021-07-01,0.02
3118152790263512426,2021-07-01,0.01
903093877129717133,2021-07-01,0.05
903093877129717133,2021-07-01,0.06
2645324649046215594,2021-07-01,0.09347133076593923
2645324649046215594,2021-07-01,0.0
2645324649046215594,2021-07-01,0.040137997432605904
621182491555347581,2021-07-01,0.07
621182491555347581,2021-07-01,0.13315789473684211
8706851346184249504,2021-07-01,0.03
1343530446996409207,2021-07-01,0.02
1343530446996409207,2021-07-01,0.02
3977861004707764824,2021-07-01,0.02
3977861004707764824,2021-07-01,0.01
3977861004707764824,2021-07-01,0.02
3977861004707764824,2021-07-01,0.01
3977861004707764824,2021-07-01,0.01
1156053485989336481,2021-07-01,0.21060173895148426
1156053485989336481,2021-07-01,0.22514983564529845
1156053485989336481,2021-07-01,0.77
1156053485989336481,2021-07-01,0.23514983564529846
1156053485989336481,2021-07-01,0.30827294240108005
1156053485989336481,2021-07-01,0.2860221988917158
1156053485989336481,2021-07-01,0.31031839694653457
1118514612547157551,2021-07-01,0.10049019607843138
1118514612547157551,2021-07-01,0.09049019607843137
6817075905797098547,2021-07-01,0.1
7930925883736021864,2021-07-01,0.03
7930925883736021864,2021-07-01,0.05
7930925883736021864,2021-07-01,0.04
7930925883736021864,2021-07-01,0.04
7930925883736021864,2021-07-01,0.01
7930925883736021864,2021-07-01,0.01
7930925883736021864,2021-07-01,0.0
2451708306555441014,2021-07-01,0.06
7442192566700924647,2021-07-01,0.01
7442192566700924647,2021-07-01,0.39
7442192566700924647,2021-07-01,0.01
7442192566700924647,2021-07-01,0.01
2988042199057874759,2021-07-01,0.04
3634047863995720708,2021-07-01,0.0
7085295800541340563,2021-07-01,0.0
7085295800541340563,2021-07-01,0.0
7085295800541340563,2021-07-01,0.0
4335865859049992260,2021-07-01,0.22
4335865859049992260,2021-07-01,0.0125
2290083177086946553,2021-07-01,0.03
2290083177086946553,2021-07-01,0.03
2290083177086946553,2021-07-01,0.031875
7177785309735471560,2021-07-01,0.0
7177785309735471560,2021-07-01,0.01
5477523784812182605,2021-07-01,0.78
5477523784812182605,2021-07-01,0.63
8961924617442201922,2021-07-01,0.020227272727272726
7595945751692012281,2021-07-01,0.03
2333404192508932057,2021-07-01,0.05
2333404192508932057,2021-07-01,0.05
2333404192508932057,2021-07-01,0.01
4593070249039532001,2021-07-01,0.03
6053752047545474051,2021-07-01,0.03
6053752047545474051,2021-07-01,0.01
6053752047545474051,2021-07-01,0.01
6053752047545474051,2021-07-01,0.02
6053752047545474051,2021-07-01,0.03
6053752047545474051,2021-07-01,0.08
6053752047545474051,2021-07-01,0.06
6091519986999196884,2021-07-01,0.02080536912751678
6091519986999196884,2021-07-01,0.02080536912751678
7535160686416710323,2021-07-01,0.12
3036967290595689189,2021-07-01,0.03
5999145415800242177,2021-07-01,0.0029411764705882353
5999145415800242177,2021-07-01,0.01
7930644815080409701,2021-07-01,0.3256140350877193
510795635145114083,2021-07-01,0.011610738255033557
510795635145114083,2021-07-01,0.05161073825503355
510795635145114083,2021-07-01,0.011610738255033557
510795635145114083,2021-07-01,0.011610738255033557
510795635145114083,2021-07-01,0.0
187117706370645370,2021-07-01,0.02
187117706370645370,2021-07-01,0.02
187117706370645370,2021-07-01,0.03
5462970244186515758,2021-07-01,0.05
5462970244186515758,2021-07-01,0.06
4769364850030443969,2021-07-01,0.0
4769364850030443969,2021-07-01,0.0008053691275167785
4769364850030443969,2021-07-01,0.0008053691275167785
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.3282352941176471
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.0
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.03
5726178124659661019,2021-07-01,0.01
5726178124659661019,2021-07-01,0.02
5726178124659661019,2021-07-01,0.01
1141681690629134039,2021-07-01,0.03
4095739077267179172,2021-07-01,0.06878571428571428
4095739077267179172,2021-07-01,0.08555167173252279
4095739077267179172,2021-07-01,0.038785714285714284
1551531256789550891,2021-07-01,0.0
1551531256789550891,2021-07-01,0.0
1551531256789550891,2021-07-01,0.0
9108733472015251498,2021-07-01,0.12
851897122328714307,2021-07-01,0.01
6795467882769787169,2021-07-01,0.03
5856610998569876318,2021-07-01,0.02080536912751678
3093415403379897112,2021-07-01,0.026452380952380953
6061850657256270336,2021-07-01,0.04
6061850657256270336,2021-07-01,0.03
165658847908185334,2021-07-01,0.1485
4850722092974676955,2021-07-01,0.03
4850722092974676955,2021-07-01,0.06
3140918607946425426,2021-07-01,0.005614035087719298
7398738404146260251,2021-07-01,0.02
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.05
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.05
4863405965754103821,2021-07-01,0.05
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
4863405965754103821,2021-07-01,0.04
968400235888951633,2021-07-01,0.03
798425422240919854,2021-07-01,0.05
1308019675417057675,2021-07-01,0.03
1308019675417057675,2021-07-01,0.05
6238903426443761049,2021-07-01,0.2
6238903426443761049,2021-07-01,0.2
6238903426443761049,2021-07-01,0.04
4465150716052427320,2021-07-01,0.03
4465150716052427320,2021-07-01,0.04
1033361676287635885,2021-07-01,0.07
1033361676287635885,2021-07-01,0.06
1033361676287635885,2021-07-01,0.08
652740132671309295,2021-07-01,0.0
652740132671309295,2021-07-01,0.12
652740132671309295,2021-07-01,0.0
8004521604421988528,2021-07-01,0.06486666666666667
8004521604421988528,2021-07-01,0.06166666666666667
4717717003637613480,2021-07-01,0.15666666666666668
8348574220426911086,2021-07-01,0.0011111111111111111
5301988619224057921,2021-07-01,0.7895890410958905
5301988619224057921,2021-07-01,0.7795890410958904
